"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","EDUEXP","TRY","USD_STUDENT","A","2018",13759.22,
"HUN","EDUEXP","TRY","USD_STUDENT","A","2019",12107.35,
"SWE","EDUEXP","PRY","USD_STUDENT","A","1995",5806.073,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2000",6635.538,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2005",7672.227,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2008",9551.504,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2009",9740.638,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2010",10097.06,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2011",10518.84,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2012",10780.26,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2013",11110.47,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2014",11164.76,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2015",11340.12,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2016",11974.01,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2017",12445.53,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2018",12903.28,
"SWE","EDUEXP","PRY","USD_STUDENT","A","2019",13233.52,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2005",7697.533,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2008",8431.881,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2009",8910.807,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2010",9423.228,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2011",9628.766,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2012",9923.909,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2013",10615.38,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2014",11276.63,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2015",11711.96,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2016",11351.16,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2017",11561.66,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2018",11608.05,
"GBR","EDUEXP","PRY","USD_STUDENT","A","2019",11936.49,
"CHL","EDUEXP","TRY","USD_STUDENT","A","1995",4496.881,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2000",5944.861,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2005",5968.981,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2008",6384.56,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2009",6233.566,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2010",7159.524,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2011",7851.805,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2012",8354.463,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2013",7973.535,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2014",7813.067,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2015",6731.183,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2016",9361.033,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2017",9433.091,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2018",9159.648,
"CHL","EDUEXP","TRY","USD_STUDENT","A","2019",10253.36,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2000",12505.61,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2005",14171.66,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2008",15768.22,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2009",16589.46,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2010",16304.31,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2011",16382.44,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2012",16002.71,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2013",18252.76,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2014",19493.58,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2015",20304.37,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2016",16181.19,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2017",20273.53,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2018",20675.54,
"AUS","EDUEXP","TRY","USD_STUDENT","A","2019",20625.27,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2012",20902.28,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2013",22150.64,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2014",21330.88,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2015",21810.46,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2016",24448.94,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2017",24517.08,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2018",24326.04,
"CAN","EDUEXP","TRY","USD_STUDENT","A","2019",22334.72,
"FIN","EDUEXP","TRY","USD_STUDENT","A","1995",9825.75,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2000",10653.66,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2005",12332.33,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2008",15525.89,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2009",16731.75,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2010",17173.71,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2011",18181.89,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2012",18045.93,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2013",18017.69,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2014",17874.63,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2015",17619.86,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2016",17903.9,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2017",17726.42,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2018",18124.21,
"FIN","EDUEXP","TRY","USD_STUDENT","A","2019",18128.5,
"POL","EDUEXP","PRY","USD_STUDENT","A","1995",908.0272,
"POL","EDUEXP","PRY","USD_STUDENT","A","2000",3045.513,
"POL","EDUEXP","PRY","USD_STUDENT","A","2005",3412.206,
"POL","EDUEXP","PRY","USD_STUDENT","A","2008",4876.928,
"POL","EDUEXP","PRY","USD_STUDENT","A","2009",5231.438,
"POL","EDUEXP","PRY","USD_STUDENT","A","2010",5992.334,
"POL","EDUEXP","PRY","USD_STUDENT","A","2011",6119.383,
"POL","EDUEXP","PRY","USD_STUDENT","A","2012",6579.911,
"POL","EDUEXP","PRY","USD_STUDENT","A","2013",6932.509,
"POL","EDUEXP","PRY","USD_STUDENT","A","2014",7038.779,
"POL","EDUEXP","PRY","USD_STUDENT","A","2015",6818.8,
"POL","EDUEXP","PRY","USD_STUDENT","A","2016",6943.293,
"POL","EDUEXP","PRY","USD_STUDENT","A","2017",7781.755,
"POL","EDUEXP","PRY","USD_STUDENT","A","2018",8554.953,
"POL","EDUEXP","PRY","USD_STUDENT","A","2019",8948.665,
"ESP","EDUEXP","PRY","USD_STUDENT","A","1995",3512.684,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2000",3977.3,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2005",5415.049,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2008",7019.088,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2009",7289.623,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2010",7180.115,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2011",7160.996,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2012",7010.502,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2013",6967.591,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2014",7052.457,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2015",7354.762,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2016",7805.87,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2017",8151.144,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2018",8330.755,
"ESP","EDUEXP","PRY","USD_STUDENT","A","2019",8580.329,
"CHE","EDUEXP","TRY","USD_STUDENT","A","2012",24848.25,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2011",2624.554,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2012",3029.716,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2013",3262.852,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2014",3713.049,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2015",3883.855,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2016",4197.178,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2017",3970.411,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2018",3947.07,
"TUR","EDUEXP","PRY","USD_STUDENT","A","2019",4400.365,
"USA","EDUEXP","TRY","USD_STUDENT","A","1995",15696.51,
"USA","EDUEXP","TRY","USD_STUDENT","A","2000",19479.21,
"USA","EDUEXP","TRY","USD_STUDENT","A","2005",23637.29,
"USA","EDUEXP","TRY","USD_STUDENT","A","2008",26949.29,
"USA","EDUEXP","TRY","USD_STUDENT","A","2009",26996.1,
"USA","EDUEXP","TRY","USD_STUDENT","A","2010",25681.08,
"USA","EDUEXP","TRY","USD_STUDENT","A","2011",26202.94,
"USA","EDUEXP","TRY","USD_STUDENT","A","2012",27526.95,
"USA","EDUEXP","TRY","USD_STUDENT","A","2013",27578.87,
"USA","EDUEXP","TRY","USD_STUDENT","A","2014",29328.23,
"USA","EDUEXP","TRY","USD_STUDENT","A","2015",30001.31,
"USA","EDUEXP","TRY","USD_STUDENT","A","2016",31306.91,
"USA","EDUEXP","TRY","USD_STUDENT","A","2017",33063.35,
"USA","EDUEXP","TRY","USD_STUDENT","A","2018",34035.54,
"USA","EDUEXP","TRY","USD_STUDENT","A","2019",35346.91,
"ARG","EDUEXP","TRY","USD_STUDENT","A","2000",1295.725,
"ARG","EDUEXP","TRY","USD_STUDENT","A","2008",3199.563,
"ARG","EDUEXP","TRY","USD_STUDENT","A","2009",3379.777,
"ARG","EDUEXP","TRY","USD_STUDENT","A","2010",3726.976,
"ARG","EDUEXP","TRY","USD_STUDENT","A","2011",3958.71,
"CHL","EDUEXP","PRY","USD_STUDENT","A","1995",1020.862,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2000",1854.797,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2005",2092.862,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2008",2946.72,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2009",3266.194,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2010",3330.575,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2011",3815.409,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2012",4562.952,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2013",4484.212,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2014",4111.363,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2015",4183.398,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2016",5131.839,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2017",5947.717,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2018",6677.585,
"CHL","EDUEXP","PRY","USD_STUDENT","A","2019",6018.404,
"GRC","EDUEXP","PRY","USD_STUDENT","A","1995",2048.021,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2000",3742.436,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2005",5353.919,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2012",5266.456,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2013",5607.926,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2014",5862.437,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2015",5821.586,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2016",6093.441,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2017",6095.498,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2018",6759.876,
"GRC","EDUEXP","PRY","USD_STUDENT","A","2019",7279.261,
"IRL","EDUEXP","PRY","USD_STUDENT","A","1995",2950.849,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2000",3991.292,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2005",6481.02,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2010",9742.402,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2011",9848.423,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2012",8730.453,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2013",8127.569,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2014",7977.409,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2015",7471.455,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2016",7668.101,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2017",8180.403,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2018",8527.776,
"IRL","EDUEXP","PRY","USD_STUDENT","A","2019",8686.803,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2015",10582.89,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2016",11076.88,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2017",11689.33,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2018",12693.93,
"KOR","EDUEXP","PRY","USD_STUDENT","A","2019",13341.34,
"MEX","EDUEXP","TRY","USD_STUDENT","A","1995",4272.411,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2000",4610.459,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2005",6224.856,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2008",7503.77,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2009",12622.58,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2010",8125.486,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2011",7589.81,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2012",8187.961,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2013",8352.56,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2014",8900.553,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2015",8379.113,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2016",7554.652,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2017",6554.888,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2018",7843.604,
"MEX","EDUEXP","TRY","USD_STUDENT","A","2019",7341.319,
"NLD","EDUEXP","PRY","USD_STUDENT","A","1995",3239.704,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2000",4521.941,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2005",6363.594,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2008",7327.4,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2009",7700.258,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2010",7732.501,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2011",7856.617,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2012",8068.535,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2013",8674.954,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2014",8394.143,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2015",8526.076,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2016",8768.7,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2017",9257.123,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2018",9877.831,
"NLD","EDUEXP","PRY","USD_STUDENT","A","2019",10149.94,
"NOR","EDUEXP","TRY","USD_STUDENT","A","1995",10807.34,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2000",12947.93,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2008",18613.2,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2009",19037.76,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2010",18855.77,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2011",18972.52,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2012",20051.79,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2013",21179.18,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2014",21009.11,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2015",20552.46,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2016",22448.29,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2017",23851.97,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2018",25463.63,
"NOR","EDUEXP","TRY","USD_STUDENT","A","2019",25019.07,
"SVK","EDUEXP","TRY","USD_STUDENT","A","1995",4849.108,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2000",4808.074,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2005",5845.753,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2008",6540.994,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2009",6728.385,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2010",7191.519,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2011",8210.5,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2012",9281.666,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2013",10224.65,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2014",11233.52,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2015",15912.01,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2016",10979.71,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2017",11404.55,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2018",11991.83,
"SVK","EDUEXP","TRY","USD_STUDENT","A","2019",12749.03,
"IND","EDUEXP","PRY","USD_STUDENT","A","2000",318.8582,
"ISR","EDUEXP","TRY","USD_STUDENT","A","1995",11296.78,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2000",11299.33,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2005",9952.302,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2008",10658.3,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2009",10362.78,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2010",10298.68,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2011",11686.8,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2012",12588.31,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2013",13955.44,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2014",13452.93,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2015",10651.17,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2016",11715.18,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2017",11423.73,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2018",12460.05,
"ISR","EDUEXP","TRY","USD_STUDENT","A","2019",12682.53,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2010",7181.57,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2011",6998.245,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2012",7710.983,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2013",8709.718,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2014",8925.799,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2015",8177.802,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2016",8538.143,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2017",7312.862,
"RUS","EDUEXP","TRY","USD_STUDENT","A","2018",9024.109,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2000",4550.35,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2005",6003.642,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2008",7103.982,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2009",8582.245,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2010",9379.992,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2011",9099.439,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2012",8591.244,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2013",9241.992,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2014",9257.998,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2015",9527.226,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2016",10020.46,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2017",10157.14,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2018",10759.59,
"AUS","EDUEXP","PRY","USD_STUDENT","A","2019",11340.49,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2008",8937.021,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2010",9944.417,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2011",8131.446,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2012",9184.425,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2013",9449.899,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2014",9202.421,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2015",9156.335,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2016",9648.951,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2017",10174.21,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2018",10555.01,
"CAN","EDUEXP","PRY","USD_STUDENT","A","2019",10570.06,
"DNK","EDUEXP","TRY","USD_STUDENT","A","1995",9843.815,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2000",11518.78,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2005",14867.33,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2008",17815.58,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2009",18928.3,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2010",19553.1,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2011",21888.02,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2013",15697.53,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2014",15626.23,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2016",20737.76,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2017",20291.98,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2018",21211.25,
"DNK","EDUEXP","TRY","USD_STUDENT","A","2019",21658.02,
"FIN","EDUEXP","PRY","USD_STUDENT","A","1995",4721.652,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2000",5390.325,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2005",6637.572,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2008",8132.722,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2009",8440.283,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2010",8826.855,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2011",9271.527,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2012",8401.226,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2013",8590.174,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2014",8802.987,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2015",9320.457,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2016",9643.051,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2017",9631.264,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2018",10030.69,
"FIN","EDUEXP","PRY","USD_STUDENT","A","2019",10575.51,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2005",13056.92,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2008",16503.59,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2010",17293.97,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2011",17656.29,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2012",17144.21,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2013",16950.21,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2014",17145.03,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2015",17062.67,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2016",17800.29,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2017",18381.67,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2018",19356.25,
"DEU","EDUEXP","TRY","USD_STUDENT","A","2019",19607.97,
